Medicine_ID,Counterfeit_Weight,DistArea_ID,Active_Since,Medicine_MRP,Medicine_Type,SidEffect_Level,Availability_rating,Area_Type,Area_City_Type,Area_dist_level,Counterfeit_Sales
OPP86,,Area027,1983,175.1526,Hreplacements,mild,0.052385518,CityLimits,Tier 3,Medium,2744.2416
QYX54,9.205,Area046,1995,260.7408,Hreplacements,mild,0.023012319,DownTown,Tier 1,Small,3117.0896
OMS12,,Area019,1983,134.1388,Mstablizers,mild,0.145275338,MidTownResidential,Tier 1,Small,236.8388
EVI82,7.665,Area045,2000,73.5536,OralContraceptives,mild,0.020363189,DownTown,Tier 2,Unknown,1338.072
ZYP12,9.485,Area018,2007,58.7692,Antibiotics,mild,0.059673494,Industrial,Tier 3,Medium,704.2304
CFI15,7.41,Area045,2000,54.7086,Analgesics,critical,0.1652621709999999,DownTown,Tier 2,Unknown,1272.8236
OIK32,12.9,Area013,1985,93.5276,OralContraceptives,critical,0.091863888,DownTown,Tier 3,High,1656.3244
ROJ11,12.9,Area013,1985,152.6154,Analgesics,mild,0.053911824,DownTown,Tier 3,High,2665.6772
RXG14,11.1,Area013,1985,124.1492,Antibiotics,critical,0.076764099,DownTown,Tier 3,High,1850.738
WYF11,12.1,Area045,2000,200.3214,Tranquilizers,mild,0.054950753,DownTown,Tier 2,Unknown,2562.4782
UOI59,12.9,Area049,1997,182.7106,OralContraceptives,critical,0.090284566,DownTown,Tier 1,Medium,4390.765
PTH44,,Area027,1983,266.4646,OralContraceptives,mild,0.078272284,CityLimits,Tier 3,Medium,3462.6398
KVS72,21.0,Area035,2002,111.499,Antimalarial,critical,0.031021361,DownTown,Tier 2,Small,1970.582
VKP89,,Area027,1983,200.7214,Tranquilizers,mild,0.037358634,CityLimits,Tier 3,Medium,5765.642
UIR34,19.3,Area017,2005,99.0514,Antibiotics,critical,0.156495952,DownTown,Tier 2,Unknown,1175.6168
UBT47,10.695,Area017,2005,93.725,Hreplacements,mild,0.0585259609999999,DownTown,Tier 2,Unknown,1611.05
LHK43,13.45,Area049,1997,125.315,Antiseptics,mild,0.0425692759999999,DownTown,Tier 1,Medium,3025.875
CNP10,20.55,Area013,1985,205.111,Antimalarial,critical,0.040058066,DownTown,Tier 3,High,2862.7540000000004
ANT78,22.4,Area035,2002,153.7786,Antiseptics,mild,0.042003459,DownTown,Tier 2,Small,2424.6576
RVF12,13.45,Area035,2002,173.4184,Antacids,mild,0.034719387,DownTown,Tier 2,Small,3580.4864
FCJ12,14.8,Area035,2002,168.092,Antiseptics,mild,0.085655379,DownTown,Tier 2,Small,4107.8
PAL64,19.0,Area013,1985,193.1266,Hreplacements,mild,0.1294455,DownTown,Tier 3,High,5276.9448
CEI27,16.3,Area017,2005,70.5904,Cardiac,critical,0.067685839,DownTown,Tier 2,Unknown,1694.9408
CUY60,19.0,Area018,2007,176.7816,Hreplacements,mild,0.043060895,Industrial,Tier 3,Medium,2126.3792
GTU11,15.3,Area018,2007,226.9192,Antibiotics,mild,0.0432167829999999,Industrial,Tier 3,Medium,3133.0688
KIC54,8.97,Area010,1996,43.5216,Antiseptics,mild,0.322390255,MidTownResidential,Tier 3,Unknown,251.4864
USQ94,15.65,Area017,2005,120.1228,Tranquilizers,mild,0.030135155,DownTown,Tier 2,Unknown,1770.842
UHF16,12.6,Area045,2000,208.4426,Antimalarial,mild,0.020294652,DownTown,Tier 2,Unknown,1101.713
DEL24,21.65,Area017,2005,271.9594,Antipyretics,mild,0.102975294,DownTown,Tier 2,Unknown,7701.1226
TXX50,7.12,Area045,2000,181.779,Antiseptics,mild,0.093804019,DownTown,Tier 2,Unknown,4187.696
YQO80,16.15,Area049,1997,168.563,Hreplacements,critical,0.022954237,DownTown,Tier 1,Medium,2772.871
TQD35,20.3,Area018,2007,222.2244,Tranquilizers,mild,0.0307914579999999,Industrial,Tier 3,Medium,2230.244
NAI10,10.18,Area018,2007,218.827,Antiseptics,mild,0.112024124,Industrial,Tier 3,Medium,3258.905
KSO48,11.495,Area017,2005,204.8794,Antipyretics,critical,0.159692433,DownTown,Tier 2,Unknown,4209.6674
PCC14,,Area019,1983,261.2408,Antimalarial,critical,0.039420581,MidTownResidential,Tier 1,Small,1114.3632
KPK10,6.955,Area017,2005,175.05,Antibiotics,mild,0.098757338,DownTown,Tier 2,Unknown,1611.05
OVD33,18.05,Area045,2000,182.7106,Antipyretics,mild,0.073668416,DownTown,Tier 2,Unknown,3021.8802
YDR46,11.3,Area018,2007,275.0226,Cardiac,mild,0.0389324079999999,Industrial,Tier 3,Medium,3284.8712
YYX14,,Area027,1983,99.2514,Antipyretics,critical,0.04274207,CityLimits,Tier 3,Medium,3566.5046
NNX49,12.1,Area046,1995,257.0144,Antibiotics,mild,0.062719026,DownTown,Tier 1,Small,5258.3024
PXM14,,Area027,1983,111.1042,Tranquilizers,mild,0.013,CityLimits,Tier 3,Medium,3585.147
ZUZ10,21.15,Area046,1995,136.702,Antibiotics,mild,0.058669236,DownTown,Tier 1,Small,1125.016
XTN16,,Area019,1983,128.244,Tranquilizers,mild,0.141478462,MidTownResidential,Tier 1,Small,352.68800000000005
UBN10,7.935,Area017,2005,131.4098,Mstablizers,critical,0.01936189,DownTown,Tier 2,Unknown,2764.2156
ZPF14,17.55,Area017,2005,125.5176,Antiseptics,mild,0.013,DownTown,Tier 2,Unknown,3319.4928
GYZ10,20.9,Area013,1985,55.377,Tranquilizers,mild,0.060857804,DownTown,Tier 3,High,718.878
ECE94,13.45,Area049,1997,256.346,OralContraceptives,mild,0.144383762,DownTown,Tier 1,Medium,1344.73
NCN85,9.93,Area013,1985,123.8518,Hreplacements,critical,0.0458822709999999,DownTown,Tier 3,High,2845.4432
DAM28,10.995,Area013,1985,235.1404,Mstablizers,critical,0.141176489,DownTown,Tier 3,High,3713.6464
UNI81,20.0,Area018,2007,95.6566,Antipyretics,mild,0.070771828,Industrial,Tier 3,Medium,704.8962
FTF15,13.3,Area035,2002,110.2042,Antimalarial,critical,0.033407296,DownTown,Tier 2,Small,708.2252
RCK21,17.15,Area049,1997,52.8112,Antiseptics,mild,0.033519478,DownTown,Tier 1,Medium,965.224
YSQ17,7.08,Area035,2002,274.3568,Hreplacements,critical,0.087135053,DownTown,Tier 2,Small,2222.2544
PMV74,13.65,Area035,2002,129.0124,Hreplacements,mild,0.1062789119999999,DownTown,Tier 2,Small,2720.2728
XRI86,15.3,Area049,1997,155.7786,Antipyretics,critical,0.04276887,DownTown,Tier 1,Medium,1413.3074
EDM63,,Area019,1983,54.3402,Antacids,critical,0.041062401,MidTownResidential,Tier 1,Small,204.8804
TES38,,Area019,1983,166.0314,Antimalarial,critical,0.277124669,MidTownResidential,Tier 1,Small,268.1314
PYJ13,10.695,Area049,1997,114.828,Hreplacements,mild,0.112274694,DownTown,Tier 1,Medium,965.224
CNC77,7.205,Area018,2007,232.8456,Cardiac,mild,0.0588382109999999,Industrial,Tier 3,Medium,3428.684
UXH58,,Area019,1983,205.5478,Antiseptics,mild,0.1297504069999999,MidTownResidential,Tier 1,Small,306.7478
YKM69,14.8,Area045,2000,155.7102,Antibiotics,critical,0.173044589,DownTown,Tier 2,Unknown,3612.4448
LAW13,7.18,Area046,1995,111.699,OralContraceptives,critical,0.043247903,DownTown,Tier 1,Small,2176.98
FES30,,Area027,1983,98.683,Mstablizers,critical,0.075547321,CityLimits,Tier 3,Medium,2180.309
PXU66,21.5,Area046,1995,75.15100000000001,Antiseptics,mild,0.078932087,DownTown,Tier 1,Small,1061.765
YSI44,22.0,Area017,2005,109.0042,Mstablizers,critical,0.013,DownTown,Tier 2,Unknown,1997.8798
LSU81,,Area019,1983,204.9136,Antiseptics,mild,0.306417759,MidTownResidential,Tier 1,Small,696.2408
KJA29,15.8,Area010,1996,51.7454,Cardiac,critical,0.08204249,MidTownResidential,Tier 3,Unknown,154.9454
AQW42,22.65,Area010,1996,268.6278,Cardiac,mild,0.1281947169999999,MidTownResidential,Tier 3,Unknown,633.6556
SVE76,9.955,Area013,1985,130.0756,Hreplacements,critical,0.1011213359999999,DownTown,Tier 3,High,2172.9852
XZQ17,,Area019,1983,172.8526,Antibiotics,critical,0.100692636,MidTownResidential,Tier 1,Small,441.9052
BNU14,8.85,Area013,1985,134.2072,Antibiotics,critical,0.043918873,DownTown,Tier 3,High,1215.5648
JHT69,13.8,Area017,2005,90.9592,Antibiotics,critical,0.123614538,DownTown,Tier 2,Unknown,1764.184
JTU15,8.57,Area046,1995,124.5518,Analgesics,mild,0.084077939,DownTown,Tier 1,Small,2731.5914
YQO80,16.15,Area017,2005,164.763,Hreplacements,critical,0.022995002,DownTown,Tier 2,Unknown,3868.112
AAJ32,9.4,Area013,1985,221.7902,Antibiotics,mild,0.140929521,DownTown,Tier 3,High,3723.6334
XRJ35,,Area027,1983,61.2666,MuscleRelaxants,mild,0.039916794,CityLimits,Tier 3,Medium,830.7324
JBY12,,Area027,1983,184.0422,Cardiac,critical,0.041139761,CityLimits,Tier 3,Medium,3734.2862
CSM50,20.5,Area017,2005,122.9886,OralContraceptives,mild,0.1136405869999999,DownTown,Tier 2,Unknown,1892.0176
KBR19,17.4,Area018,2007,199.3846,Analgesics,mild,0.036673342,Industrial,Tier 3,Medium,5463.3688
OAO12,10.6,Area013,1985,153.6786,Cardiac,mild,0.101931701,DownTown,Tier 3,High,3147.0506
DMB13,6.475,Area018,2007,43.5874,Tranquilizers,mild,0.043479118,Industrial,Tier 3,Medium,748.1732
NCS40,9.625,Area017,2005,49.8138,Antibiotics,mild,0.042953314,DownTown,Tier 2,Unknown,681.5932
WTA87,21.55,Area049,1997,243.0616,Antiseptics,mild,0.161163564,DownTown,Tier 1,Medium,1987.8928
THU10,14.65,Area045,2000,85.4012,Antipyretics,mild,0.030821466,DownTown,Tier 2,Unknown,1479.2216
JUQ38,13.65,Area049,1997,130.8124,Antiseptics,mild,0.177196823,DownTown,Tier 1,Medium,2246.2232
DUJ62,16.8,Area018,2007,61.2692,OralContraceptives,critical,0.0991846469999999,Industrial,Tier 3,Medium,507.1536
NXQ22,18.4,Area017,2005,119.7886,Antibiotics,mild,0.142140919,DownTown,Tier 2,Unknown,1780.829
KQB34,19.5,Area035,2002,48.119,Antibiotics,mild,0.174458973,DownTown,Tier 2,Small,369.333
GZY85,9.535,Area018,2007,192.495,Tranquilizers,mild,0.027518575,Industrial,Tier 3,Medium,2493.235
AGF42,17.0,Area035,2002,162.2024,Tranquilizers,mild,0.068979703,DownTown,Tier 2,Small,1175.6168
SZA88,22.05,Area035,2002,133.673,Antibiotics,mild,0.037144862,DownTown,Tier 2,Small,2206.9410000000003
BYA70,18.0,Area017,2005,118.2912,Antibiotics,mild,0.083588621,DownTown,Tier 2,Unknown,1532.4856
RVX39,20.8,Area049,1997,64.0614,Antiseptics,mild,0.027296484,DownTown,Tier 1,Medium,1549.7964
BNO71,11.6,Area035,2002,201.453,Antibiotics,critical,0.013,DownTown,Tier 2,Small,1820.777
WAT20,6.725,Area010,1996,97.3514,Mstablizers,critical,0.204603334,MidTownResidential,Tier 3,Unknown,201.5514
TWM83,19.55,Area017,2005,134.1046,Hreplacements,mild,0.0886202619999999,DownTown,Tier 2,Unknown,3599.1288
OLE14,12.6,Area013,1985,191.766,Antiseptics,mild,0.06067798,DownTown,Tier 3,High,3888.086
CCH12,15.45,Area049,1997,135.9046,Antifungal,mild,0.050967687,DownTown,Tier 1,Medium,1731.5598
FRI14,8.615,Area035,2002,164.03400000000002,Hreplacements,mild,0.013,DownTown,Tier 2,Small,2869.4120000000003
OHX11,11.495,Area035,2002,149.3838,OralContraceptives,critical,0.159635206,DownTown,Tier 2,Small,3765.5788
KXV82,,Area027,1983,274.0226,Tranquilizers,mild,0.072557164,CityLimits,Tier 3,Medium,6985.3876
DST32,,Area019,1983,111.07,Antibiotics,mild,0.33411501,MidTownResidential,Tier 1,Small,312.74
OJE14,21.8,Area013,1985,204.2478,Antibiotics,critical,0.125316501,DownTown,Tier 3,High,4569.1994
ADT76,21.15,Area035,2002,206.6768,Antiviral,mild,0.067015429,DownTown,Tier 2,Small,4251.6128
YDR46,11.3,Area035,2002,273.0226,Cardiac,mild,0.038822315,DownTown,Tier 2,Small,3284.8712
FZC14,19.65,Area045,2000,234.3746,Antiseptics,mild,0.027052469,DownTown,Tier 2,Unknown,1459.2476
AGF42,17.0,Area013,1985,160.9024,Tranquilizers,mild,0.068943697,DownTown,Tier 3,High,2541.8384
GRF12,9.93,Area049,1997,194.2582,Hreplacements,mild,0.0441435909999999,DownTown,Tier 1,Medium,5499.9878
JJZ12,9.9,Area018,2007,139.231,Antacids,critical,0.067706408,Industrial,Tier 3,Medium,1541.141
DUQ11,10.4,Area035,2002,187.3054,Antacids,critical,0.094652352,DownTown,Tier 2,Small,2214.2648
XRU43,10.195,Area049,1997,219.2954,OralContraceptives,mild,0.039384672,DownTown,Tier 1,Medium,4697.6988
AUO69,16.9,Area018,2007,180.2764,Hreplacements,critical,0.118725004,Industrial,Tier 3,Medium,2861.4224
GNX16,13.6,Area018,2007,104.1804,Antifungal,critical,0.077882207,Industrial,Tier 3,Medium,1583.0864
WUV14,10.695,Area035,2002,247.2932,Hreplacements,mild,0.116731617,DownTown,Tier 2,Small,4355.4776
NLT14,9.01,Area046,1995,132.7756,Antipyretics,critical,0.060588696,DownTown,Tier 1,Small,718.878
KSE64,11.6,Area045,2000,182.6422,Mstablizers,critical,0.03794708,DownTown,Tier 2,Unknown,5803.5926
WAF13,18.3,Area018,2007,275.4884,Cardiac,critical,0.153090284,Industrial,Tier 3,Medium,6472.7216
DDB57,,Area027,1983,220.0586,Antimalarial,critical,0.0624355979999999,CityLimits,Tier 3,Medium,5600.5236
HTY10,7.66,Area018,2007,57.806,Antibiotics,mild,0.134034655,Industrial,Tier 3,Medium,1184.938
KYV41,13.6,Area017,2005,258.246,Antiseptics,mild,0.089987408,DownTown,Tier 2,Unknown,3315.498
WGT10,16.0,Area018,2007,154.8128,Statins,mild,0.034005399,Industrial,Tier 3,Medium,2701.6304
TRZ29,17.65,Area046,1995,176.0842,Antimalarial,mild,0.0455388959999999,DownTown,Tier 1,Small,2765.5472
JBC11,18.9,Area017,2005,47.519,Hreplacements,critical,0.054615224,DownTown,Tier 2,Unknown,479.19
UIA89,11.1,Area035,2002,94.9908,Antacids,critical,0.069375879,DownTown,Tier 2,Small,1119.6896
EFJ10,16.4,Area049,1997,269.1304,Hreplacements,critical,0.0801810979999999,DownTown,Tier 1,Medium,5537.9384
JMH12,8.4,Area035,2002,183.208,Antibiotics,mild,0.122990885,DownTown,Tier 2,Small,2882.728
ZQT22,7.7,Area049,1997,49.5796,OralContraceptives,mild,0.097885375,DownTown,Tier 1,Medium,814.7532
BQB14,,Area027,1983,131.04399999999998,Antipyretics,critical,0.140108578,CityLimits,Tier 3,Medium,2869.4120000000003
XTN16,11.3,Area017,2005,131.744,Tranquilizers,mild,0.086794811,DownTown,Tier 2,Unknown,2629.724
AHZ15,6.7,Area017,2005,173.3526,Tranquilizers,mild,0.061388423,DownTown,Tier 2,Unknown,2415.3364
CTQ48,,Area019,1983,168.192,Hreplacements,mild,0.064778173,MidTownResidential,Tier 1,Small,432.584
VYB31,20.55,Area046,1995,152.0496,Cardiac,critical,0.047699737,DownTown,Tier 1,Small,4206.3384
BNO11,7.085,Area010,1996,272.4252,Antibiotics,critical,0.077871045,MidTownResidential,Tier 3,Unknown,899.9756
NWQ13,17.05,Area013,1985,111.67,Antiseptics,mild,0.147960397,DownTown,Tier 3,High,2210.27
QQK28,14.65,Area045,2000,157.8392,OralContraceptives,mild,0.152735226,DownTown,Tier 2,Unknown,3990.6192
IWK67,18.9,Area045,2000,175.1526,Analgesics,mild,0.0547007559999999,DownTown,Tier 2,Unknown,2415.3364
IAS38,11.4,Area046,1995,210.5084,Tranquilizers,mild,0.067630834,DownTown,Tier 1,Small,1700.2672
SBW86,15.8,Area035,2002,179.9448,Antibiotics,critical,0.013,DownTown,Tier 2,Small,2158.3376
DBJ11,8.8,Area049,1997,249.3906,OralContraceptives,mild,0.045677678,DownTown,Tier 1,Medium,6055.265
SFZ66,8.72,Area035,2002,257.4092,Hreplacements,mild,0.033387989,DownTown,Tier 2,Small,4346.1564
OAY27,8.37,Area035,2002,123.6834,Hreplacements,mild,0.106653464,DownTown,Tier 2,Small,1380.0174
BNO11,7.085,Area046,1995,271.0252,Antibiotics,critical,0.051756864,DownTown,Tier 1,Small,6146.4796
XTN16,11.3,Area018,2007,131.244,Tranquilizers,mild,0.086678663,Industrial,Tier 3,Medium,2150.348
JJF18,,Area027,1983,242.93,Cardiac,critical,0.114338651,CityLimits,Tier 3,Medium,5472.69
WPJ11,15.4,Area010,1996,209.1084,Hreplacements,mild,0.124936685,MidTownResidential,Tier 3,Unknown,1105.042
MTV83,12.8,Area035,2002,119.8254,Hreplacements,critical,0.050563325,DownTown,Tier 2,Small,1740.881
LSU81,20.15,Area049,1997,204.2136,Antiseptics,mild,0.180844438,DownTown,Tier 1,Medium,3223.6176
MJX11,9.155,Area035,2002,47.3848,Mstablizers,critical,0.1745168939999999,DownTown,Tier 2,Small,560.4176
OCC17,13.1,Area035,2002,127.5492,Tranquilizers,mild,0.021559557,DownTown,Tier 2,Small,2545.8332
IEB77,13.45,Area049,1997,73.1826,Antimalarial,mild,0.050955309,DownTown,Tier 1,Medium,823.4086
OSG85,9.125,Area049,1997,165.5288,OralContraceptives,critical,0.163248468,DownTown,Tier 1,Medium,1370.0304
TAS13,20.15,Area017,2005,67.6562,Antimalarial,mild,0.049241797,DownTown,Tier 2,Unknown,1120.3554
DJF15,6.56,Area045,2000,105.9068,Antacids,critical,0.03755854,DownTown,Tier 2,Unknown,2445.9632
AJF83,20.65,Area017,2005,174.9868,Analgesics,critical,0.053154087,DownTown,Tier 2,Unknown,1259.5076
QMN13,8.93,Area049,1997,57.2402,Hreplacements,critical,0.147919202,DownTown,Tier 1,Medium,893.9834
NCN78,18.8,Area018,2007,270.0304,OralContraceptives,mild,0.0266925979999999,Industrial,Tier 3,Medium,3729.6256
YYN48,8.085,Area046,1995,219.0928,Hreplacements,critical,0.035974812,DownTown,Tier 1,Small,6003.9984
MZI14,8.585,Area013,1985,167.2288,Antipyretics,mild,0.062922304,DownTown,Tier 3,High,1684.2879999999998
KOF27,,Area027,1983,203.9162,Antipyretics,critical,0.027721719,CityLimits,Tier 3,Medium,5308.2374
JLR10,7.99,Area035,2002,185.437,Antimalarial,critical,0.049903419,DownTown,Tier 2,Small,1348.059
IYX45,19.0,Area035,2002,57.2034,Antibiotics,critical,0.029593506,DownTown,Tier 2,Small,1085.068
AHC53,10.275,Area035,2002,114.399,Cardiac,critical,0.022057132,DownTown,Tier 2,Small,2589.776
YMG27,,Area027,1983,49.3164,Statins,mild,0.013,CityLimits,Tier 3,Medium,1155.6428
FCF11,21.9,Area013,1985,158.7392,Tranquilizers,mild,0.058380404,DownTown,Tier 3,High,1902.6704
EGJ70,12.8,Area046,1995,138.4652,Antibiotics,mild,0.186516063,DownTown,Tier 1,Small,2567.1388
KXV82,,Area019,1983,276.3226,Tranquilizers,mild,0.117784329,MidTownResidential,Tier 1,Small,641.6452
CKJ42,16.55,Area013,1985,190.166,Hreplacements,critical,0.078841719,DownTown,Tier 3,High,2809.49
JHC50,6.3,Area046,1995,199.153,Analgesics,mild,0.057004675,DownTown,Tier 1,Small,5615.837
YTK96,,Area019,1983,85.8354,Antiseptics,mild,0.060098175,MidTownResidential,Tier 1,Small,263.4708
AFO34,15.95,Area018,2007,62.5666,Hreplacements,critical,0.112535996,Industrial,Tier 3,Medium,728.1992
QTC50,8.015,Area013,1985,50.5454,Mstablizers,critical,0.134485195,DownTown,Tier 3,High,700.2356
IUR77,,Area027,1983,266.4646,Antiseptics,mild,0.04230277,CityLimits,Tier 3,Medium,6039.2858
BAE93,,Area027,1983,119.457,Antipyretics,critical,0.195407266,CityLimits,Tier 3,Medium,1980.569
MSJ80,9.32,Area035,2002,164.6998,Hreplacements,mild,0.124419588,DownTown,Tier 2,Small,3496.5956
KTS65,17.0,Area013,1985,192.0634,Analgesics,mild,0.050201127,DownTown,Tier 3,High,2657.6876
ZNR36,18.0,Area046,1995,120.8886,Antipyretics,mild,0.035065676,DownTown,Tier 1,Small,1669.6404
UIA89,11.1,Area013,1985,94.5908,Antacids,critical,0.0693396179999999,DownTown,Tier 3,High,868.0172
GPT28,,Area027,1983,54.0086,Antipyretics,critical,0.109000183,CityLimits,Tier 3,Medium,1406.6494
WAT20,6.725,Area017,2005,98.6514,Mstablizers,critical,0.128119905,DownTown,Tier 2,Unknown,1529.8224
CTJ12,13.9,Area035,2002,221.1612,Hreplacements,mild,0.10919424,DownTown,Tier 2,Small,1367.3672
TNM58,,Area027,1983,189.7344,Cardiac,mild,0.047717799,CityLimits,Tier 3,Medium,6179.7696
BDY84,,Area027,1983,182.408,Antibiotics,critical,0.157338493,CityLimits,Tier 3,Medium,4440.7
YHZ13,9.11,Area035,2002,135.8046,Cardiac,critical,0.068216312,DownTown,Tier 2,Small,3350.1196
IZD14,15.95,Area045,2000,60.0692,Antibiotics,mild,0.013,DownTown,Tier 2,Unknown,950.5764
IDJ12,,Area019,1983,223.8534,OralContraceptives,mild,0.156591586,MidTownResidential,Tier 1,Small,543.1068
SWF56,,Area019,1983,108.5042,Antimalarial,mild,0.185309903,MidTownResidential,Tier 1,Small,311.4084
HFF15,9.65,Area017,2005,86.8354,OralContraceptives,critical,0.140587344,DownTown,Tier 2,Unknown,1918.6496
YOJ46,16.1,Area046,1995,85.76700000000001,Analgesics,mild,0.05787828,DownTown,Tier 1,Small,878.67
QLK14,20.9,Area045,2000,58.8376,OralContraceptives,critical,0.054655865,DownTown,Tier 2,Unknown,448.5632
LTH47,,Area027,1983,118.8912,MuscleRelaxants,mild,0.1237626419999999,CityLimits,Tier 3,Medium,1750.868
OKF75,20.5,Area017,2005,252.1196,MuscleRelaxants,mild,0.196686937,DownTown,Tier 2,Unknown,1800.1372
KIE51,9.48,Area018,2007,153.4154,Antiseptics,mild,0.026183517,Industrial,Tier 3,Medium,1956.6002
ZUE85,,Area027,1983,165.5972,Cardiac,mild,0.0858383809999999,CityLimits,Tier 3,Medium,5254.3076
LAP14,10.195,Area049,1997,219.1296,Mstablizers,critical,0.052101813,DownTown,Tier 1,Medium,5513.9696
UBN10,7.935,Area045,2000,131.6098,Mstablizers,critical,0.013,DownTown,Tier 2,Unknown,2643.7058
AIR10,10.19,Area017,2005,112.7016,OralContraceptives,mild,0.018505481,DownTown,Tier 2,Unknown,2845.4432
NQE11,9.72,Area013,1985,224.7192,Antiseptics,mild,0.083510189,DownTown,Tier 3,High,1838.7536
DSK43,,Area027,1983,209.8742,Antibiotics,critical,0.055949109,CityLimits,Tier 3,Medium,4094.484
AJA15,9.68,Area035,2002,120.157,Mstablizers,critical,0.059878474,DownTown,Tier 2,Small,2419.9970000000003
UAV72,22.0,Area010,1996,103.1436,Antipyretics,critical,0.2040086139999999,MidTownResidential,Tier 3,Unknown,302.0872
FKP21,8.35,Area049,1997,118.5912,Hreplacements,mild,0.09809812,DownTown,Tier 1,Medium,2406.0152
RUT58,,Area019,1983,118.528,MuscleRelaxants,mild,0.036402893,MidTownResidential,Tier 1,Small,326.056
FCY92,8.6,Area010,1996,156.6076,OralContraceptives,mild,0.157167934,MidTownResidential,Tier 3,Unknown,999.8456
FDI10,,Area027,1983,114.8332,Mstablizers,critical,0.140638966,CityLimits,Tier 3,Medium,2676.33
GPT11,16.8,Area035,2002,155.14700000000002,Hreplacements,mild,0.116422709,DownTown,Tier 2,Small,1830.764
GUA99,17.5,Area046,1995,107.6726,OralContraceptives,critical,0.02965334,DownTown,Tier 1,Small,2168.3246
OFA73,,Area027,1983,115.028,Cardiac,mild,0.163672399,CityLimits,Tier 3,Medium,2563.144
EJJ98,18.55,Area017,2005,271.491,Analgesics,mild,0.097809658,DownTown,Tier 2,Unknown,3268.8920000000003
RGL63,18.8,Area017,2005,264.0356,Hreplacements,mild,0.039289984,DownTown,Tier 2,Unknown,3928.034
NGH10,7.285,Area013,1985,136.1678,OralContraceptives,mild,0.108715608,DownTown,Tier 3,High,3673.6984
SYQ15,13.4,Area049,1997,176.3526,Antiseptics,mild,0.02845846,DownTown,Tier 1,Medium,3730.9572
NJD98,16.6,Area018,2007,112.1332,Antiseptics,mild,0.036071504,Industrial,Tier 3,Medium,1138.332
QNR20,18.0,Area046,1995,194.3292,Cardiac,mild,0.115055777,DownTown,Tier 1,Small,3214.2964
FCF11,21.9,Area017,2005,161.2392,Tranquilizers,mild,0.058675104,DownTown,Tier 2,Unknown,4139.7584
CZO65,19.8,Area018,2007,99.2172,Antimalarial,mild,0.03886664,Industrial,Tier 3,Medium,1808.1268
DUJ62,16.8,Area017,2005,58.4692,OralContraceptives,critical,0.099320509,DownTown,Tier 2,Unknown,1098.384
IJC44,11.195,Area013,1985,241.1642,Antiseptics,mild,0.073017128,DownTown,Tier 3,High,4527.9198
MSY10,19.55,Area013,1985,234.1062,OralContraceptives,mild,0.092152918,DownTown,Tier 3,High,4401.4178
PXM14,12.9,Area049,1997,108.7042,Tranquilizers,mild,0.050639672,DownTown,Tier 1,Medium,1501.8588
VZP56,,Area027,1983,127.1124,Antiseptics,mild,0.04594861,CityLimits,Tier 3,Medium,2601.7604
EZH74,8.69,Area017,2005,261.2066,Antiseptics,mild,0.106307713,DownTown,Tier 2,Unknown,1619.0396
NPE65,19.8,Area017,2005,158.9418,OralContraceptives,critical,0.075609071,DownTown,Tier 2,Unknown,1878.7016
DOS34,18.8,Area045,2000,183.2738,Analgesics,mild,0.1111025809999999,DownTown,Tier 2,Unknown,4457.345
XHQ90,18.55,Area018,2007,51.1822,OralContraceptives,mild,0.013,Industrial,Tier 3,Medium,741.5152
AUU56,20.5,Area010,1996,189.2318,Hreplacements,mild,0.0718934609999999,MidTownResidential,Tier 3,Unknown,293.4318
EZE26,19.0,Area018,2007,177.9474,Antiseptics,mild,0.025593467,Industrial,Tier 3,Medium,3987.2902
DRX83,10.4,Area046,1995,124.7518,Antiseptics,mild,0.013,DownTown,Tier 1,Small,1706.9252
RVX39,20.8,Area017,2005,65.7614,Antiseptics,mild,0.0273550329999999,DownTown,Tier 2,Unknown,665.6139999999999
KVN10,,Area019,1983,258.9776,Antiseptics,mild,0.0596092809999999,MidTownResidential,Tier 1,Small,608.3552
JBP32,10.495,Area010,1996,116.7596,Antimalarial,critical,0.143657442,MidTownResidential,Tier 3,Unknown,328.7192
KFT87,10.495,Area010,1996,111.3016,Antibiotics,critical,0.217713036,MidTownResidential,Tier 3,Unknown,315.4032
UJM11,,Area027,1983,259.8092,Antipyretics,mild,0.028944801,CityLimits,Tier 3,Medium,6587.2392
SAS13,,Area019,1983,196.5266,OralContraceptives,critical,0.17447714,MidTownResidential,Tier 1,Small,1219.5596
IWE13,12.65,Area017,2005,192.2608,Antipyretics,critical,0.036454399,DownTown,Tier 2,Unknown,1766.8472
JWP65,13.1,Area045,2000,194.5924,Analgesics,mild,0.126559058,DownTown,Tier 2,Unknown,1963.924
PBV95,16.65,Area035,2002,201.1504,Antibiotics,critical,0.126195815,DownTown,Tier 2,Small,3756.2576
QXX90,13.9,Area017,2005,184.8054,Antiseptics,mild,0.096221904,DownTown,Tier 2,Unknown,2739.581
ZYE13,11.995,Area035,2002,167.0972,Hreplacements,critical,0.099764795,DownTown,Tier 2,Small,3540.5384
ILY10,18.3,Area018,2007,181.2106,Antibiotics,mild,0.149286138,Industrial,Tier 3,Medium,1310.7742
VNP14,21.15,Area017,2005,231.8772,Antibiotics,mild,0.1899910289999999,DownTown,Tier 2,Unknown,3671.0352
SWG81,19.3,Area049,1997,89.6618,Mstablizers,mild,0.021554102,DownTown,Tier 1,Medium,918.618
